Instance_Name,Execution_Time,Initial_Solution,Final_Solution
adapted_instanceLarge400_m=4_n=100_l=30_c=20_s=0_2.txt,9.32567,808,704
adapted_instanceLarge400_m=4_n=100_l=30_c=20_s=0_3.txt,12.8007,819,725
adapted_instanceLarge400_m=4_n=100_l=30_c=20_s=0_4.txt,15.3169,794,704
adapted_instanceLarge400_m=4_n=100_l=30_c=20_s=0_5.txt,12.2985,803,713
adapted_instanceLarge400_m=4_n=100_l=30_c=20_s=0_6.txt,11.9921,804,711
adapted_instanceLarge400_m=4_n=100_l=30_c=20_s=0_7.txt,12.5633,805,715
adapted_instanceLarge400_m=4_n=100_l=30_c=20_s=0_8.txt,18.5059,817,705
adapted_instanceLarge400_m=4_n=100_l=30_c=20_s=0_9.txt,12.4195,793,719
adapted_instanceLarge400_m=4_n=100_l=30_c=20_s=0_10.txt,22.0143,818,718
adapted_instanceLarge402_m=4_n=100_l=30_c=20_s=2_1.txt,12.1902,807,697
adapted_instanceLarge402_m=4_n=100_l=30_c=20_s=2_2.txt,9.48985,796,733
adapted_instanceLarge402_m=4_n=100_l=30_c=20_s=2_3.txt,12.4533,816,706
adapted_instanceLarge402_m=4_n=100_l=30_c=20_s=2_4.txt,18.2899,787,701
adapted_instanceLarge402_m=4_n=100_l=30_c=20_s=2_5.txt,15.5244,812,709
adapted_instanceLarge402_m=4_n=100_l=30_c=20_s=2_6.txt,9.38089,805,709
adapted_instanceLarge402_m=4_n=100_l=30_c=20_s=2_7.txt,9.49277,798,710
adapted_instanceLarge402_m=4_n=100_l=30_c=20_s=2_8.txt,12.4685,805,712
adapted_instanceLarge402_m=4_n=100_l=30_c=20_s=2_9.txt,15.3864,813,699
adapted_instanceLarge402_m=4_n=100_l=30_c=20_s=2_10.txt,12.5158,806,719
adapted_instanceLarge404_m=4_n=100_l=30_c=20_s=1_1.txt,12.402,838,748
adapted_instanceLarge404_m=4_n=100_l=30_c=20_s=1_2.txt,12.4385,849,746
adapted_instanceLarge404_m=4_n=100_l=30_c=20_s=1_3.txt,25.3656,845,753
adapted_instanceLarge404_m=4_n=100_l=30_c=20_s=1_4.txt,9.49932,832,747
adapted_instanceLarge404_m=4_n=100_l=30_c=20_s=1_5.txt,9.53321,848,751
adapted_instanceLarge404_m=4_n=100_l=30_c=20_s=1_6.txt,12.266,837,743
adapted_instanceLarge404_m=4_n=100_l=30_c=20_s=1_7.txt,18.6052,846,745
adapted_instanceLarge404_m=4_n=100_l=30_c=20_s=1_8.txt,12.4148,820,744
adapted_instanceLarge404_m=4_n=100_l=30_c=20_s=1_9.txt,9.23047,833,755
adapted_instanceLarge404_m=4_n=100_l=30_c=20_s=1_10.txt,9.24693,830,736
adapted_instanceLarge406_m=4_n=100_l=30_c=20_s=0_1.txt,12.3669,872,759
adapted_instanceLarge406_m=4_n=100_l=30_c=20_s=0_2.txt,15.8629,881,772
adapted_instanceLarge406_m=4_n=100_l=30_c=20_s=0_3.txt,9.27533,874,774
adapted_instanceLarge406_m=4_n=100_l=30_c=20_s=0_4.txt,9.19126,880,776
adapted_instanceLarge406_m=4_n=100_l=30_c=20_s=0_5.txt,15.2985,864,777
adapted_instanceLarge406_m=4_n=100_l=30_c=20_s=0_6.txt,15.3102,870,766
adapted_instanceLarge406_m=4_n=100_l=30_c=20_s=0_7.txt,12.5161,852,787
adapted_instanceLarge406_m=4_n=100_l=30_c=20_s=0_8.txt,12.4849,858,780
adapted_instanceLarge406_m=4_n=100_l=30_c=20_s=0_9.txt,12.1969,853,759
adapted_instanceLarge406_m=4_n=100_l=30_c=20_s=0_10.txt,9.33111,852,775
adapted_instanceLarge408_m=4_n=100_l=30_c=20_s=2_1.txt,9.26859,863,783
adapted_instanceLarge408_m=4_n=100_l=30_c=20_s=2_2.txt,12.4088,887,786
adapted_instanceLarge408_m=4_n=100_l=30_c=20_s=2_3.txt,12.4666,884,777
adapted_instanceLarge408_m=4_n=100_l=30_c=20_s=2_4.txt,18.2867,894,782
adapted_instanceLarge408_m=4_n=100_l=30_c=20_s=2_5.txt,15.33,888,785
adapted_instanceLarge408_m=4_n=100_l=30_c=20_s=2_6.txt,12.4566,886,793
adapted_instanceLarge408_m=4_n=100_l=30_c=20_s=2_7.txt,18.5821,876,783
